,ll_perc_E,ll_perc_G,investment_solar,investment_wind,investment_storage_gas,investment_storage_liquid,investment_cost,operational_cost,operational_cost_1,operational_cost_2,operational_cost_3,operational_cost_4,operational_cost_5,operational_cost_6,operational_cost_7,operational_cost_8,operational_cost_9,ll_dual_E_1,ll_dual_E_2,ll_dual_E_3,ll_dual_E_4,ll_dual_E_5,ll_dual_E_6,ll_dual_E_7,ll_dual_E_8,ll_dual_E_9,ll_dual_G_1,ll_dual_G_2,ll_dual_G_3,ll_dual_G_4,ll_dual_G_5,ll_dual_G_6,ll_dual_G_7,ll_dual_G_8,ll_dual_G_9
10,0.0,0.01,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5316732.103665341,70001.75821485628,2596.540931374939,1698499.0440652687,65091.43586059291,2434.989435457409,1646191.701472774,75380.8295624461,2786.7291409846584,1753749.0749815856,-68.45882444357014,-4.579315618868529,-192.03917389779286,-33.73761451751805,-0.29543971734635677,-37.16887236731467,-37.02803538213213,-0.8863191520390702,-12.650492622892731,-2.4486978278843727,-0.0845645769452103,-6.904998614395314,-1.2048498029074894,-0.005455779157755504,-1.3364513447216706,-1.3263897235941726,-0.01636733747326651,-0.45497507435589557
11,0.0,0.011,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5277268.033209225,68069.47718045111,2461.5216954261386,1687532.8216290798,63167.72376153008,2299.9701995086098,1635226.7241794758,73297.45113425389,2651.709905035859,1742560.633524464,-65.29860874358327,-4.579315618868529,-192.03917389779292,-33.73761451751805,-0.29543971734635677,-37.16887236731467,-33.73761451751805,-0.8863191520390702,-12.650492622892731,-2.3319673604661073,-0.0845645769452103,-6.760090301846052,-1.2048498029074894,-0.005455779157755504,-1.3084045745508455,-1.2048498029074894,-0.01636733747326651,-0.4361348581836156
12,0.0,0.012,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5239302.619545733,66145.76508138828,2326.5024594773395,1676958.004646461,61265.52070124571,2164.95096355981,1624657.808840463,71373.73903519107,2516.6906690870587,1731893.6371488597,-65.29860874358327,-4.579315618868529,-192.03917389779292,-32.12932807753305,-0.29543971734635677,-37.16887236731467,-33.73761451751805,-0.8863191520390702,-12.389624122438228,-2.3319673604661073,-0.0845645769452103,-6.61735561398503,-1.1454437225305438,-0.005455779157755504,-1.2807785059325827,-1.2048498029074894,-0.01636733747326651,-0.4269261686441947
13,0.0,0.013000000000000001,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5201646.946440544,64260.112021686975,2191.483223528539,1666392.4660808225,59436.65876135063,2092.2231757051586,1614114.206224967,69450.02693612827,2381.671433138259,1721328.098583217,-62.185796279096195,-4.579315618868529,-192.03917389779292,-32.12932807753305,-0.2024934396978682,-36.39800594847162,-33.73761451751805,-0.8863191520390702,-12.389624122438228,-2.216987850059116,-0.0845645769452103,-6.61735561398503,-1.1454437225305438,-0.0027072758037225042,-1.2535668283435943,-1.2048498029074894,-0.01636733747326651,-0.4269261686441947
14,0.0,0.014,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5164322.858824626,62431.25008179187,2122.6845867249685,1655826.9275151812,57607.796821455544,2025.2237059774168,1603773.145215492,67526.31483706538,2246.9560433640554,1710762.5600175727,-62.185796279096195,-3.1386483153169564,-192.03917389779292,-32.12932807753305,-0.2024934396978682,-36.39800594847162,-33.73761451751805,-0.7292023348251384,-12.38962412243823,-2.216987850059116,-0.04196277495769881,-6.61735561398503,-1.1454437225305438,-0.0027072758037225042,-1.2535668283435943,-1.2048498029074894,-0.010650887573964499,-0.4269261686441947
15,0.0,0.015,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5127147.627179595,60602.3881418968,2055.685116997227,1645273.28193917,55837.13478904996,1958.2242362496747,1593432.084206015,65614.7368798914,2177.0704183927464,1700197.0214519314,-62.185796279096195,-3.1386483153169564,-188.0563640671038,-32.12932807753305,-0.2024934396978682,-36.39800594847162,-32.12932807753305,-0.6074803190936046,-12.38962412243823,-2.216987850059116,-0.04196277495769881,-6.476761946441922,-1.0869287333592523,-0.0027072758037225042,-1.2535668283435943,-1.1454437225305438,-0.008121827411167511,-0.4269261686441947
16,0.001,0.0,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5545043.497619899,82354.87562397555,3437.7132919411847,1761426.2030058156,76978.00896083591,3250.556090452219,1708268.3939517613,88238.06783580904,3649.5183713472047,1817440.1604879608,-88.45679064290879,-3.4084036623632787,-204.35522354706254,-43.91491281579811,-0.21989701047505028,-39.552623912334596,-45.70267516550288,-0.6596910314251508,-13.457176732882552,-3.3171296491090794,-0.12781513733862296,-7.663320883014846,-1.6468092305924291,-0.008246137892814386,-1.4832233967125474,-1.7138503187063578,-0.024738413678443157,-0.5046441274830957
17,0.001,0.001,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5500004.041324632,79716.16250443964,3233.6384557679603,1749228.4488793698,74381.8353293554,3046.481254278996,1696262.9740736822,85516.84103654495,3445.443535173982,1805172.216256019,-84.99660544993183,-3.4084036623632787,-200.18767297163438,-42.15396690133893,-0.21989701047505028,-38.74600122031624,-43.91491281579811,-0.6596910314251508,-13.184207970778203,-3.1873727043724434,-0.12781513733862296,-7.50703773643629,-1.58077375880021,-0.008246137892814386,-1.452975045761859,-1.6468092305924291,-0.024738413678443157,-0.4944077989041827
18,0.001,0.002,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5456115.5169396475,77293.09166315215,3053.9689013222564,1737242.407725647,72073.62229995229,2902.3861130522473,1684412.9103007508,82887.4785765154,3241.3686990007573,1793008.282660255,-71.66716525573958,-2.255055385205608,-200.18767297163438,-37.02803538213213,-0.14548744420681342,-37.95147786867816,-43.91491281579811,-0.6596910314251508,-12.915333740105421,-2.687518697090234,-0.0845645769452103,-7.50703773643629,-1.388551326829955,-0.005455779157755504,-1.4231804200754312,-1.6468092305924291,-0.024738413678443157,-0.48432501525395333
19,0.001,0.003,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5413590.879622869,75076.07425471954,2918.949665373457,1725448.6798130602,69953.18040297246,2767.366877103447,1672769.7008936207,80541.19330776467,3093.4929017217914,1781022.2415065325,-71.66716525573958,-2.255055385205608,-196.08263565483767,-35.370392629177935,-0.14548744420681342,-37.16887236731467,-37.02803538213213,-0.4364623326204402,-12.915333740105421,-2.687518697090234,-0.0845645769452103,-7.353098837056413,-1.3263897235941726,-0.005455779157755504,-1.3938327137743003,-1.388551326829955,-0.01636733747326651,-0.48432501525395333
20,0.001,0.004,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5372011.8346760785,72952.28996423022,2783.930429424657,1713890.0411462295,67871.72279781684,2632.347641154647,1661301.9064260854,78330.64391720839,2958.473665772992,1769290.4786881555,-68.45882444357014,-2.255055385205608,-188.05636406710377,-33.73761451751805,-0.14548744420681342,-36.39800594847161,-35.370392629177935,-0.4364623326204402,-12.389624122438224,-2.56720591663388,-0.0845645769452103,-7.052113652516392,-1.265160544406927,-0.005455779157755504,-1.3649252230676856,-1.3263897235941726,-0.01636733747326651,-0.46461090459143356
21,0.001,0.005,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5331700.14278639,70834.52229460585,2648.9111934758575,1702630.350249843,65862.87196124798,2497.3284052058484,1650269.607954874,76212.87624758403,2823.454429824192,1757920.2200497296,-68.45882444357014,-2.255055385205608,-188.05636406710377,-32.12932807753305,-0.14548744420681342,-35.638702525911214,-35.370392629177935,-0.4364623326204402,-12.132668649490547,-2.56720591663388,-0.0845645769452103,-7.052113652516392,-1.2048498029074894,-0.005455779157755504,-1.3364513447216706,-1.3263897235941726,-0.01636733747326651,-0.45497507435589557
22,0.001,0.006,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5291881.790739431,68825.4004335708,2513.8919575270575,1691552.1494921038,63939.15986218514,2362.309169257049,1639244.8068996123,74095.10857795972,2688.4351938753925,1746660.5291533396,-62.185796279096195,-2.255055385205608,-184.133296383875,-32.12932807753305,-0.14548744420681342,-35.638702525911214,-35.370392629177935,-0.4364623326204402,-12.132668649490547,-2.3319673604661073,-0.0845645769452103,-6.904998614395314,-1.2048498029074894,-0.005455779157755504,-1.3364513447216706,-1.3263897235941726,-0.01636733747326651,-0.45497507435589557
23,0.001,0.007,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5252411.712251308,66901.68833450796,2378.8727215782574,1680527.3484368431,62015.4477631223,2227.289933308249,1628220.0058443523,72120.12878138329,2553.415957926593,1735467.5144782856,-62.185796279096195,-2.255055385205608,-184.133296383875,-32.12932807753305,-0.14548744420681342,-35.638702525911214,-32.12932807753305,-0.4364623326204402,-11.87956750863708,-2.3319673604661073,-0.0845645769452103,-6.904998614395314,-1.2048498029074894,-0.005455779157755504,-1.3364513447216706,-1.2048498029074894,-0.01636733747326651,-0.44548378157389057
24,0.001,0.008,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5213278.133410858,64977.97623544513,2243.8534856294577,1669502.5473815838,60091.735664059466,2123.0034905475623,1617281.4903262684,70196.41668232046,2418.396721977793,1724442.7134230256,-62.185796279096195,-2.255055385205608,-184.133296383875,-32.12932807753305,-0.07219402143260012,-34.89078865468921,-32.12932807753305,-0.4364623326204402,-11.87956750863708,-2.3319673604661073,-0.0845645769452103,-6.904998614395314,-1.2048498029074894,-0.0027072758037225042,-1.3084045745508455,-1.2048498029074894,-0.01636733747326651,-0.44548378157389057
25,0.001,0.009000000000000001,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5174493.999398412,63054.2641363823,2144.8027000539637,1658608.8547745903,58168.02356499663,2056.00402081982,1606488.0557645175,68272.70458325763,2283.3774860289923,1713417.9123677644,-62.185796279096195,-1.1190073322053014,-180.26907471589467,-32.12932807753305,-0.07219402143260012,-34.89078865468921,-32.12932807753305,-0.4364623326204402,-11.87956750863708,-2.3319673604661073,-0.04196277495769881,-6.760090301846052,-1.2048498029074894,-0.0027072758037225042,-1.3084045745508455,-1.2048498029074894,-0.01636733747326651,-0.44548378157389057
26,0.001,0.01,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5136033.34668528,61130.55203731947,2077.8032303262216,1647815.4202128416,56244.31146593379,1989.0045510920788,1595694.621202768,66348.99248419476,2185.5940001280987,1702547.047500676,-62.185796279096195,-1.1190073322053014,-180.26907471589476,-32.12932807753305,-0.07219402143260012,-34.89078865468921,-32.12932807753305,-0.2165820642978003,-11.630262884896414,-2.3319673604661073,-0.04196277495769881,-6.760090301846053,-1.2048498029074894,-0.0027072758037225047,-1.3084045745508455,-1.2048498029074894,-0.008121827411167511,-0.4361348581836155
27,0.001,0.011,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5097882.673870956,59206.83993825663,2010.80376059848,1637021.985651092,54369.88123424215,1922.0050813643372,1585053.6703509428,64425.28038513193,2118.5945304003567,1691753.6129389268,-62.185796279096195,-1.1190073322053018,-180.26907471589476,-32.129328077533046,-0.07219402143260012,-34.15409349153555,-32.12932807753305,-0.2165820642978003,-11.630262884896414,-2.3319673604661073,-0.04196277495769881,-6.760090301846053,-1.1454437225305438,-0.0027072758037225042,-1.280778505932583,-1.2048498029074894,-0.008121827411167511,-0.4361348581836156
28,0.001,0.012,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5060509.74985057,57364.472554683365,1943.8042908707378,1626447.168668474,52541.01929434709,1855.0056116365952,1574630.021383832,62501.56828606908,2051.595060672614,1681175.0946999846,-62.185796279096195,-1.1190073322053014,-180.26907471589476,-32.129328077533046,-0.07219402143260012,-34.15409349153555,-32.12932807753305,-0.2165820642978003,-11.630262884896414,-2.216987850059116,-0.04196277495769881,-6.61735561398503,-1.1454437225305438,-0.0027072758037225042,-1.2535668283435943,-1.2048498029074894,-0.008121827411167511,-0.4269261686441947
29,0.001,0.013000000000000001,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5023349.730725382,55535.6106147883,1876.8048211429957,1615974.2976242153,50712.15735445202,1788.0061419088531,1564290.846256578,60577.85618700626,1984.595590944873,1670609.5561343455,-62.185796279096195,-1.1190073322053014,-180.26907471589476,-32.129328077533046,-0.07219402143260012,-34.15409349153555,-32.12932807753305,-0.2165820642978003,-11.630262884896414,-2.216987850059116,-0.04196277495769881,-6.476761946441922,-1.1454437225305438,-0.0027072758037225047,-1.2267633259184405,-1.2048498029074894,-0.008121827411167511,-0.4269261686441947
30,0.001,0.014,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],4987097.240783865,53706.748674893235,1809.8053514152539,1605823.8484879776,48967.29155368095,1721.006672181111,1554170.8956399304,58719.09741288787,1917.596121217131,1660260.950869681,-62.185796279096195,-1.1190073322053014,-176.46281637293413,-30.545165934147825,-0.07219402143260012,-34.15409349153555,-32.12932807753305,-0.2165820642978003,-11.630262884896414,-2.216987850059116,-0.04196277495769881,-6.33827718391196,-1.0869287333592523,-0.0027072758037225047,-1.2267633259184405,-1.1454437225305438,-0.008121827411167511,-0.4178556094478652
31,0.001,0.015,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],4951039.611684831,51917.57113838545,1742.8058816875118,1595703.8978713243,47263.76368778888,1654.007202453369,1544050.9450232796,56890.23547299281,1850.5966514893894,1649965.78875543,-59.119676001576416,-1.1190073322053014,-176.46281637293413,-28.984766222913393,-0.07219402143260012,-34.15409349153555,-32.129328077533046,-0.2165820642978003,-11.384697830511856,-2.103733032308229,-0.04196277495769881,-6.33827718391196,-1.0292914690255301,-0.0027072758037225042,-1.2267633259184405,-1.1454437225305438,-0.008121827411167511,-0.40892110863948056
32,0.002,0.0,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5350374.449949494,71818.77011063966,2711.662358304398,1707863.3728957837,66790.52880968885,2560.0795700343874,1655393.4638511036,77197.12406361778,2886.205594652733,1763153.242695669,-68.45882444357014,-2.255055385205608,-188.0563640671038,-33.73761451751805,-0.14548744420681342,-35.638702525911214,-35.370392629177935,-0.4364623326204402,-12.132668649490547,-2.56720591663388,-0.0845645769452103,-7.052113652516392,-1.265160544406927,-0.005455779157755504,-1.3364513447216706,-1.3263897235941726,-0.01636733747326651,-0.45497507435589557
33,0.002,0.001,400000*buildNumSolar[8],3000000*buildNumWind[9],20000*buildNumStorageGas[10],800000*buildNumStorageLiquid[12],400000*buildNumSolar[8] + 3000000*buildNumWind[9] + 20000*buildNumStorageGas[10] + 800000*buildNumStorageLiquid[12],5310323.14466518,69719.45952198637,2576.6431223555983,1696676.005388332,64833.21895060069,2425.0603340855882,1644368.6627958408,75079.35639399341,2751.1863587039325,1751893.551799281,-62.185796279096195,-2.255055385205608,-184.13329638387506,-32.12932807753305,-0.14548744420681342,-35.638702525911214,-35.370392629177935,-0.4364623326204402,-12.132668649490547,-2.3319673604661073,-0.0845645769452103,-6.904998614395314,-1.2048498029074894,-0.005455779157755504,-1.3364513447216706,-1.3263897235941726,-0.01636733747326651,-0.45497507435589557
