,wind_cost_scenario,pv_cost_scenario,h2_tank_cost_scenario,h2_intraday_cost_scenario,investment_solar,investment_wind,investment_storage_gas,investment_storage_liquid,investment_cost,operational_cost,Sol_wind,Sol_pv,Sol_h2_intraday,Sol_h2_tank,operational_cost_1,operational_cost_2,operational_cost_3,operational_cost_4,operational_cost_5,operational_cost_6,operational_cost_7,operational_cost_8,operational_cost_9
15,-1,0.5,0,0,0,0,0,2400000,2400000,164571.2753,129,0,0,3,1612.890408,362.3295813,52881.87177,1612.890408,362.3295813,52881.87177,1612.890408,362.3295813,52881.87177
16,-1,0.6,0,0,0,0,0,2400000,2400000,164571.2753,129,0,0,3,1612.890408,362.3295813,52881.87177,1612.890408,362.3295813,52881.87177,1612.890408,362.3295813,52881.87177
17,-1,0.7,0,0,0,0,0,2400000,2400000,164571.2753,129,0,0,3,1612.890408,362.3295813,52881.87177,1612.890408,362.3295813,52881.87177,1612.890408,362.3295813,52881.87177
18,-1,0.8,0,0,0,0,0,2400000,2400000,164571.2753,129,0,0,3,1612.890408,362.3295813,52881.87177,1612.890408,362.3295813,52881.87177,1612.890408,362.3295813,52881.87177
19,-1,0.9,0,0,0,0,0,2400000,2400000,164571.2753,129,0,0,3,1612.890408,362.3295813,52881.87177,1612.890408,362.3295813,52881.87177,1612.890408,362.3295813,52881.87177
20,-1,1,0,0,0,0,0,2400000,2400000,164571.2753,129,0,0,3,1612.890408,362.3295813,52881.87177,1612.890408,362.3295813,52881.87177,1612.890408,362.3295813,52881.87177
21,-0.9,-1,0,0,0,24600000,0,5600000,30200000,350729.8807,82,6412,0,7,16017.8521,662.4632862,99790.99945,15956.47929,662.4632862,95907.75994,16740.76237,662.4632862,104328.6377
22,-0.9,-0.9,0,0,3400000,34500000,0,1600000,39500000,84123.93984,115,85,0,2,906.2317626,0,24513.47892,633.689019,0,15373.25959,1387.086167,0,41310.19438
23,-0.9,-0.8,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
24,-0.9,-0.7,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
25,-0.9,-0.6,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
26,-0.9,-0.5,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
27,-0.9,-0.4,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
28,-0.9,-0.3,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
29,-0.9,-0.2,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
30,-0.9,-0.1,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
31,-0.9,0,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
32,-0.9,0.1,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
33,-0.9,0.2,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
34,-0.9,0.3,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
35,-0.9,0.4,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
36,-0.9,0.5,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
37,-0.9,0.6,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
38,-0.9,0.7,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
39,-0.9,0.8,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
40,-0.9,0.9,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
41,-0.9,1,0,0,0,36600000,0,3200000,39800000,447788.5741,122,0,0,4,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043,3410.362051,615.4529668,145237.043
42,-0.8,-1,0,0,0,33000000,0,16000000,49000000,3393595.51,55,6412,0,20,240520.5136,115024.7651,771895.918,231083.1224,109908.7404,747475.0315,249744.9878,120591.0882,807351.3426
43,-0.8,-0.9,0,0,7080000,60000000,0,4000000,71080000,246347.3797,100,177,0,5,1943.496407,11.02672067,71819.11837,1712.094802,0,59759.4064,2516.882206,71.92185742,108513.433
44,-0.8,-0.8,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
45,-0.8,-0.7,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
46,-0.8,-0.6,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
47,-0.8,-0.5,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
48,-0.8,-0.4,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
49,-0.8,-0.3,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
50,-0.8,-0.2,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
51,-0.8,-0.1,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
52,-0.8,0,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
53,-0.8,0.1,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
54,-0.8,0.2,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
55,-0.8,0.3,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
56,-0.8,0.4,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
57,-0.8,0.5,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
58,-0.8,0.6,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
59,-0.8,0.7,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
60,-0.8,0.8,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
61,-0.8,0.9,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
62,-0.8,1,0,0,0,66000000,0,8000000,74000000,1967402.236,110,0,0,10,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953,14022.60022,1451.749754,640326.3953
63,-0.7,-1,0,0,0,46800000,0,18400000,65200000,4249457.337,52,6412,0,23,324444.8976,157346.9779,931887.1231,312379.1678,150514.3852,904175.6286,337329.6503,164093.8613,967285.6452
64,-0.7,-0.9,0,0,14080000,81000000,0,4800000,99880000,461264.1963,90,352,0,6,6202.432682,302.134494,141566.9331,5685.959686,249.5511161,125448.0115,7174.461385,442.592725,174192.1196
65,-0.7,-0.8,0,0,3360000,93600000,0,8800000,105760000,1433562.612,104,42,0,11,6420.63587,884.2506571,461494.8114,5357.303692,681.4520386,396922.4463,8172.857328,1093.900998,552534.9538
66,-0.7,-0.7,0,0,480000,95400000,0,10400000,106280000,2631471.869,106,4,0,13,20776.88256,1733.258627,854281.1688,19981.53718,1697.989694,835924.7625,21600.23533,1770.682737,873705.3517
67,-0.7,-0.6,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
68,-0.7,-0.5,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
69,-0.7,-0.4,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
70,-0.7,-0.3,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
71,-0.7,-0.2,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
72,-0.7,-0.1,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
73,-0.7,0,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
74,-0.7,0.1,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
75,-0.7,0.2,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
76,-0.7,0.3,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
77,-0.7,0.4,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
78,-0.7,0.5,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
79,-0.7,0.6,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
80,-0.7,0.7,0,0,0,92700000,0,13600000,106300000,4244190.345,103,0,0,17,47527.75644,3012.915986,1364189.443,47527.75644,3012.915986,1364189.443,47527.75644,3012.915986,1364189.443
81,-0.7,0.8,0,0,0,92700000,0,13600000,106300000,4244190.345,103,0,0,17,47527.75644,3012.915986,1364189.443,47527.75644,3012.915986,1364189.443,47527.75644,3012.915986,1364189.443
82,-0.7,0.9,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
83,-0.7,1,0,0,0,92700000,0,13600000,106300000,4239944.949,103,0,0,17,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901,47441.35778,3009.723767,1362863.901
84,-0.6,-1,0,0,0,62400000,0,18400000,80800000,4249457.337,52,6412,0,23,324444.8976,157346.9779,931887.1231,312379.1678,150514.3852,904175.6286,337329.6503,164093.8613,967285.6452
85,-0.6,-0.9,0,0,31440000,81600000,0,11200000,124240000,2362737.234,68,786,0,14,142770.8025,36398.03142,525234.5415,132191.539,34704.45674,461805.5364,161103.7617,38737.40718,829791.1571
86,-0.6,-0.8,0,0,1200000,120000000,0,15200000,136400000,4187161.597,100,15,0,19,39220.25596,2413.224874,1348258.134,33303.12789,2224.640875,1265998.864,46773.91569,2676.817508,1446292.615
87,-0.6,-0.7,0,0,120000,118800000,0,17600000,136520000,6489085.574,99,1,0,22,102833.5049,4912.726716,2055211.871,102004.8669,4874.073181,2046990.268,103693.7056,4954.52297,2063610.035
88,-0.6,-0.6,0,0,160000,118800000,0,17600000,136560000,6480918.464,99,1,0,22,102585.9363,4900.933499,2052745.41,101708.7099,4860.01346,2044041.722,103496.576,4945.180535,2061633.983
89,-0.6,-0.5,0,0,200000,118800000,0,17600000,136600000,6480918.464,99,1,0,22,102585.9363,4900.933499,2052745.41,101708.7099,4860.01346,2044041.722,103496.576,4945.180535,2061633.983
90,-0.6,-0.4,0,0,240000,118800000,0,17600000,136640000,6480918.464,99,1,0,22,102585.9363,4900.933499,2052745.41,101708.7099,4860.01346,2044041.722,103496.576,4945.180535,2061633.983
91,-0.6,-0.3,0,0,280000,118800000,0,17600000,136680000,6480918.464,99,1,0,22,102585.9363,4900.933499,2052745.41,101708.7099,4860.01346,2044041.722,103496.576,4945.180535,2061633.983
92,-0.6,-0.2,0,0,320000,118800000,0,17600000,136720000,6480918.464,99,1,0,22,102585.9363,4900.933499,2052745.41,101708.7099,4860.01346,2044041.722,103496.576,4945.180535,2061633.983
93,-0.6,-0.1,0,0,0,120000000,0,16800000,136800000,5944508.139,100,0,0,21,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402
94,-0.6,0,0,0,0,120000000,0,16800000,136800000,5944508.139,100,0,0,21,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402
95,-0.6,0.1,0,0,0,120000000,0,16800000,136800000,5944508.139,100,0,0,21,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402
96,-0.6,0.2,0,0,0,120000000,0,16800000,136800000,5944508.139,100,0,0,21,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402
97,-0.6,0.3,0,0,0,120000000,0,16800000,136800000,5944508.139,100,0,0,21,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402
98,-0.6,0.4,0,0,0,120000000,0,16800000,136800000,5944508.139,100,0,0,21,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402
99,-0.6,0.5,0,0,0,120000000,0,16800000,136800000,5944508.139,100,0,0,21,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402
100,-0.6,0.6,0,0,0,120000000,0,16800000,136800000,5944508.139,100,0,0,21,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402
101,-0.6,0.7,0,0,0,120000000,0,16800000,136800000,5944508.139,100,0,0,21,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402
102,-0.6,0.8,0,0,0,120000000,0,16800000,136800000,5944508.139,100,0,0,21,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402
103,-0.6,0.9,0,0,0,120000000,0,16800000,136800000,5944508.139,100,0,0,21,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402
104,-0.6,1,0,0,0,120000000,0,16800000,136800000,5944508.139,100,0,0,21,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402,89113.399,4467.912511,1887921.402
105,-0.5,-1,0,0,0,57000000,0,36800000,93800000,12526804.25,38,6412,0,46,1196376.587,822169.7375,2146069.356,1161971.96,795715.7353,2084879.398,1241334.865,852427.2307,2225859.385
106,-0.5,-0.9,0,0,33400000,99000000,0,12000000,144400000,2922442.59,66,835,0,15,168583.163,50726.94995,651370.5319,155500.3765,47872.38404,566176.2329,191366.7132,54062.13092,1036784.108
107,-0.5,-0.8,0,0,15680000,132000000,0,16800000,164480000,2545226.803,88,196,0,21,14670.94987,834.6157612,707715.0135,12495.34847,741.6296951,437558.7439,17745.6391,1055.287444,1352409.575
108,-0.5,-0.7,0,0,720000,147000000,0,18400000,166120000,6490057.153,98,6,0,23,99349.59611,4566.097215,2058536.943,94255.20986,4367.092181,2009652.651,104721.5195,4781.769365,2109826.275
109,-0.5,-0.6,0,0,160000,148500000,0,17600000,166260000,6489085.574,99,1,0,22,102833.5049,4912.726716,2055211.871,102004.8669,4874.073181,2046990.268,103693.7056,4954.52297,2063610.035
110,-0.5,-0.5,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
111,-0.5,-0.4,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
112,-0.5,-0.3,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
113,-0.5,-0.2,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
114,-0.5,-0.1,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
115,-0.5,0,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
116,-0.5,0.1,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
117,-0.5,0.2,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
118,-0.5,0.3,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
119,-0.5,0.4,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
120,-0.5,0.5,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
121,-0.5,0.6,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
122,-0.5,0.7,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
123,-0.5,0.8,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
124,-0.5,0.9,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
125,-0.5,1,0,0,0,147000000,0,19200000,166200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
126,-0.4,-1,0,0,0,50400000,0,52800000,103200000,25007931.14,28,6412,0,66,2577243.647,1867817.849,3863768.696,2507091.957,1815093.688,3767563.831,2670805.898,1940172.812,3998372.767
127,-0.4,-0.9,0,0,33400000,118800000,0,12000000,164200000,2922442.59,66,835,0,15,168583.163,50726.94995,651370.5319,155500.3765,47872.38404,566176.2329,191366.7132,54062.13092,1036784.108
128,-0.4,-0.8,0,0,23760000,149400000,0,16800000,189960000,2837138.588,83,297,0,21,32321.65034,1354.99695,582702.5578,29070.84437,1195.707987,364171.2479,36518.80821,1544.668464,1788258.106
129,-0.4,-0.7,0,0,1440000,174600000,0,19200000,195240000,6509142.606,97,12,0,24,93677.21268,4157.02215,2057410.768,84225.22501,3777.679848,1965137.143,103982.5769,4576.985616,2192197.992
130,-0.4,-0.6,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
131,-0.4,-0.5,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
132,-0.4,-0.4,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
133,-0.4,-0.3,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
134,-0.4,-0.2,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
135,-0.4,-0.1,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
136,-0.4,0,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
137,-0.4,0.1,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
138,-0.4,0.2,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
