,wind_cost_scenario,pv_cost_scenario,h2_tank_cost_scenario,h2_intraday_cost_scenario,investment_solar,investment_wind,investment_storage_gas,investment_storage_liquid,investment_cost,operational_cost,Sol_wind,Sol_pv,Sol_h2_tank,Sol_h2_intraday,operational_cost_1,operational_cost_2,operational_cost_3,operational_cost_4,operational_cost_5,operational_cost_6,operational_cost_7,operational_cost_8,operational_cost_9
41,-0.9,1.0,0,0,0.0,36599999.99999999,0.0,3200000.0,39799999.99999999,447788.5741202262,122.0,0.0,0.0,4.0,3410.3620510412075,615.452966772674,145237.04302226167,3410.362051041208,615.452966772674,145237.04302226153,3410.3620510412084,615.4529667726744,145237.04302226144
42,-0.8,-1.0,0,0,0.0,32999999.999999993,0.0,16000000.0,48999999.99999999,3393595.5095046125,55.0,6412.0,0.0,20.0,240520.51356570242,115024.76505344416,771895.9179730163,231083.12240360232,109908.74040971938,747475.0314838497,249744.98776449688,120591.08824559377,807351.3426051878
43,-0.8,-0.9,0,0,7079999.999999999,59999999.999999985,0.0,4000000.0,71079999.99999999,246347.3797324518,100.0,177.0,0.0,5.0,1943.4964074616637,11.026720672491473,71819.11837428174,1712.0948021117679,0.0,59759.40640471659,2516.8822062122117,71.92185741667035,108513.4329595787
44,-0.8,-0.8,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.235899367,110.0,0.0,0.0,10.0,14022.600220693064,1451.7497541049042,640326.395324991,14022.600220693072,1451.7497541049042,640326.395324991,14022.600220693072,1451.7497541049038,640326.395324991
45,-0.8,-0.7,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.2358993671,110.0,0.0,0.0,10.0,14022.600220693068,1451.7497541049038,640326.3953249911,14022.60022069307,1451.7497541049042,640326.3953249911,14022.600220693064,1451.749754104904,640326.3953249911
46,-0.8,-0.6,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.235899367,110.0,0.0,0.0,10.0,14022.600220693068,1451.749754104904,640326.395324991,14022.600220693075,1451.7497541049038,640326.3953249911,14022.600220693072,1451.7497541049042,640326.3953249912
47,-0.8,-0.5,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.235899367,110.0,0.0,0.0,10.0,14022.600220693068,1451.7497541049042,640326.3953249911,14022.600220693072,1451.7497541049042,640326.395324991,14022.60022069307,1451.7497541049038,640326.3953249911
48,-0.8,-0.4,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.2358993671,110.0,0.0,0.0,10.0,14022.60022069307,1451.749754104904,640326.3953249911,14022.600220693068,1451.7497541049038,640326.3953249911,14022.600220693068,1451.7497541049038,640326.3953249911
49,-0.8,-0.3,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.235899367,110.0,0.0,0.0,10.0,14022.60022069307,1451.7497541049045,640326.395324991,14022.600220693068,1451.7497541049042,640326.395324991,14022.600220693068,1451.7497541049042,640326.395324991
50,-0.8,-0.2,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.235899367,110.0,0.0,0.0,10.0,14022.60022069307,1451.7497541049045,640326.395324991,14022.600220693072,1451.7497541049038,640326.395324991,14022.600220693064,1451.7497541049042,640326.395324991
51,-0.8,-0.1,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.235899367,110.0,0.0,0.0,10.0,14022.600220693079,1451.7497541049042,640326.395324991,14022.600220693075,1451.749754104904,640326.395324991,14022.60022069307,1451.7497541049042,640326.395324991
52,-0.8,0.0,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.2358993674,110.0,0.0,0.0,10.0,14022.600220693068,1451.749754104904,640326.3953249911,14022.600220693072,1451.7497541049042,640326.3953249912,14022.600220693072,1451.7497541049038,640326.3953249911
53,-0.8,0.1,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.2358993671,110.0,0.0,0.0,10.0,14022.600220693066,1451.7497541049045,640326.3953249911,14022.600220693072,1451.7497541049042,640326.3953249911,14022.600220693073,1451.749754104904,640326.3953249911
54,-0.8,0.2,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.2358993674,110.0,0.0,0.0,10.0,14022.600220693068,1451.7497541049045,640326.3953249911,14022.600220693072,1451.7497541049045,640326.3953249911,14022.600220693068,1451.749754104904,640326.3953249912
55,-0.8,0.3,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.235899367,110.0,0.0,0.0,10.0,14022.600220693073,1451.7497541049042,640326.3953249911,14022.600220693066,1451.7497541049045,640326.395324991,14022.600220693068,1451.7497541049036,640326.3953249911
56,-0.8,0.4,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.235899367,110.0,0.0,0.0,10.0,14022.600220693066,1451.749754104904,640326.395324991,14022.600220693068,1451.7497541049042,640326.3953249911,14022.60022069307,1451.7497541049042,640326.395324991
57,-0.8,0.5,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.235899367,110.0,0.0,0.0,10.0,14022.600220693072,1451.749754104904,640326.3953249911,14022.60022069307,1451.7497541049042,640326.3953249911,14022.60022069307,1451.7497541049045,640326.395324991
58,-0.8,0.6,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.2358993671,110.0,0.0,0.0,10.0,14022.600220693073,1451.7497541049042,640326.3953249911,14022.60022069307,1451.749754104904,640326.3953249911,14022.600220693072,1451.7497541049036,640326.3953249911
59,-0.8,0.7,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.235899367,110.0,0.0,0.0,10.0,14022.600220693068,1451.749754104904,640326.3953249911,14022.600220693072,1451.7497541049042,640326.395324991,14022.60022069307,1451.7497541049042,640326.395324991
60,-0.8,0.8,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.235899367,110.0,0.0,0.0,10.0,14022.600220693072,1451.7497541049042,640326.395324991,14022.600220693063,1451.7497541049042,640326.3953249911,14022.60022069307,1451.7497541049042,640326.395324991
61,-0.8,0.9,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.2358993674,110.0,0.0,0.0,10.0,14022.600220693079,1451.7497541049042,640326.3953249911,14022.600220693064,1451.749754104904,640326.3953249911,14022.600220693072,1451.749754104904,640326.3953249911
62,-0.8,1.0,0,0,0.0,65999999.999999985,0.0,8000000.0,73999999.99999999,1967402.235899367,110.0,0.0,0.0,10.0,14022.600220693066,1451.7497541049036,640326.3953249911,14022.600220693068,1451.7497541049042,640326.395324991,14022.600220693073,1451.7497541049042,640326.3953249911
63,-0.7,-1.0,0,0,0.0,46800000.00000001,0.0,18400000.0,65200000.00000001,4249457.337130101,52.0,6412.0,0.0,23.0,324444.8976247077,157346.97794329963,931887.1230754488,312379.1678469673,150514.38519863732,904175.6286433433,337329.6502757325,164093.86132816007,967285.6451938046
64,-0.7,-0.9,0,0,14079999.999999998,81000000.00000001,0.0,4800000.0,99880000.00000001,461264.1963092777,90.0,352.0,0.0,6.0,6202.432682201604,302.13449402863534,141566.9331120959,5685.959685983147,249.55111606979486,125448.01148553545,7174.461385261838,442.5927249502718,174192.11962315105
65,-0.7,-0.8,0,0,3359999.9999999995,93600000.00000001,0.0,8800000.0,105760000.00000001,1433562.6120969881,104.0,42.0,0.0,11.0,6420.635870141604,884.2506571429894,461494.8113828293,5357.303691653983,681.4520386160336,396922.4463157927,8172.8573275790895,1093.9009977514168,552534.9538154812
66,-0.7,-0.7,0,0,480000.00000000006,95400000.00000001,0.0,10400000.0,106280000.00000001,2631471.8691270095,106.0,4.0,0.0,13.0,20776.882563077976,1733.258627335571,854281.1687542074,19981.53717627352,1697.9896939073387,835924.7625073724,21600.23533432277,1770.6827366667662,873705.3517338457
67,-0.7,-0.6,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610775,103.0,0.0,0.0,17.0,47441.357783729414,3009.723767363411,1362863.9013191655,47441.357783729414,3009.72376736341,1362863.9013191664,47441.3577837294,3009.723767363409,1362863.9013191652
68,-0.7,-0.5,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610765,103.0,0.0,0.0,17.0,47441.357783729385,3009.723767363412,1362863.9013191627,47441.3577837294,3009.723767363411,1362863.9013191622,47441.357783729385,3009.7237673634118,1362863.9013191615
69,-0.7,-0.4,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610765,103.0,0.0,0.0,17.0,47441.35778372941,3009.7237673634127,1362863.9013191615,47441.35778372939,3009.723767363412,1362863.9013191625,47441.35778372941,3009.7237673634118,1362863.9013191625
70,-0.7,-0.3,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610772,103.0,0.0,0.0,17.0,47441.35778372943,3009.7237673634113,1362863.9013191648,47441.35778372939,3009.723767363413,1362863.9013191643,47441.35778372942,3009.7237673634113,1362863.9013191645
71,-0.7,-0.2,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610765,103.0,0.0,0.0,17.0,47441.357783729385,3009.7237673634113,1362863.9013191613,47441.3577837294,3009.723767363413,1362863.9013191627,47441.35778372938,3009.7237673634104,1362863.9013191625
72,-0.7,-0.1,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610771,103.0,0.0,0.0,17.0,47441.35778372943,3009.7237673634118,1362863.901319164,47441.357783729414,3009.7237673634113,1362863.9013191636,47441.357783729414,3009.723767363409,1362863.9013191652
73,-0.7,0.0,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610772,103.0,0.0,0.0,17.0,47441.35778372941,3009.723767363412,1362863.9013191648,47441.357783729385,3009.723767363412,1362863.901319164,47441.3577837294,3009.7237673634127,1362863.9013191645
74,-0.7,0.1,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610774,103.0,0.0,0.0,17.0,47441.357783729414,3009.7237673634118,1362863.9013191655,47441.35778372942,3009.7237673634113,1362863.9013191652,47441.35778372937,3009.7237673634086,1362863.9013191648
75,-0.7,0.2,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610772,103.0,0.0,0.0,17.0,47441.3577837294,3009.723767363412,1362863.9013191645,47441.357783729385,3009.7237673634113,1362863.901319165,47441.3577837294,3009.723767363412,1362863.9013191645
76,-0.7,0.3,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610773,103.0,0.0,0.0,17.0,47441.357783729436,3009.7237673634127,1362863.901319165,47441.35778372942,3009.7237673634113,1362863.9013191648,47441.357783729385,3009.723767363408,1362863.9013191648
77,-0.7,0.4,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610766,103.0,0.0,0.0,17.0,47441.357783729385,3009.723767363412,1362863.901319163,47441.357783729385,3009.723767363412,1362863.9013191615,47441.357783729385,3009.723767363412,1362863.9013191627
78,-0.7,0.5,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.9486108,103.0,0.0,0.0,17.0,47441.3577837294,3009.723767363412,1362863.9013191971,47441.35778372941,3009.723767363412,1362863.9013191615,47441.35778372941,3009.7237673634127,1362863.9013191627
79,-0.7,0.6,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.9486108,103.0,0.0,0.0,17.0,47441.3577837294,3009.723767363412,1362863.9013191971,47441.35778372941,3009.723767363412,1362863.9013191615,47441.35778372941,3009.7237673634127,1362863.9013191627
80,-0.7,0.7,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4244190.3449794045,103.0,0.0,0.0,17.0,47527.756437899116,3012.9159859011543,1364189.4425693364,47527.7564378992,3012.915985901156,1364189.4425693336,47527.7564378992,3012.915985901156,1364189.4425693334
81,-0.7,0.8,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4244190.344979426,103.0,0.0,0.0,17.0,47527.75643789966,3012.9159859011775,1364189.4425693415,47527.75643789977,3012.9159859011784,1364189.442569341,47527.756437899734,3012.9159859011793,1364189.442569341
82,-0.7,0.9,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610766,103.0,0.0,0.0,17.0,47441.357783729385,3009.7237673634127,1362863.9013191618,47441.357783729385,3009.723767363412,1362863.9013191622,47441.357783729385,3009.7237673634118,1362863.901319163
83,-0.7,1.0,0,0,0.0,92700000.00000001,0.0,13600000.0,106300000.00000001,4239944.948610765,103.0,0.0,0.0,17.0,47441.357783729385,3009.7237673634118,1362863.9013191622,47441.357783729385,3009.723767363411,1362863.9013191627,47441.35778372939,3009.723767363412,1362863.9013191615
84,-0.6,-1.0,0,0,0.0,62400000.0,0.0,18400000.0,80800000.0,4249457.337130101,52.0,6412.0,0.0,23.0,324444.89762470766,157346.97794329963,931887.1230754488,312379.1678469675,150514.38519863738,904175.6286433436,337329.6502757325,164093.86132816,967285.6451938049
85,-0.6,-0.9,0,0,31439999.999999993,81600000.0,0.0,11200000.0,124240000.0,2362737.233659554,68.0,786.0,0.0,14.0,142770.80252019828,36398.0314241062,525234.5415041388,132191.53900116254,34704.456743341565,461805.536429634,161103.7617366717,38737.40718002304,829791.1571202775
86,-0.6,-0.8,0,0,1199999.9999999998,120000000.0,0.0,15200000.0,136400000.0,4187161.596601152,100.0,15.0,0.0,19.0,39220.255962835196,2413.2248741969306,1348258.1340558936,33303.12789021212,2224.6408753736987,1265998.86430113,46773.91568861948,2676.8175084608506,1446292.61544443
87,-0.6,-0.7,0,0,120000.00000000001,118800000.0,0.0,17600000.0,136520000.0,6489085.573782604,99.0,1.0,0.0,22.0,102833.50490155756,4912.726715655506,2055211.8706154095,102004.86685898148,4874.07318105497,2046990.267878682,103693.70555292441,4954.522969657246,2063610.0351086815
88,-0.6,-0.6,0,0,160000.0,118800000.0,0.0,17600000.0,136560000.0,6480918.46443939,99.0,1.0,0.0,22.0,102585.93631945121,4900.933499307226,2052745.4098951544,101708.70991943983,4860.013460323821,2044041.721915001,103496.57604622527,4945.180535465408,2061633.9828490214
89,-0.6,-0.5,0,0,200000.0,118800000.0,0.0,17600000.0,136600000.0,6480918.464439375,99.0,1.0,0.0,22.0,102585.93631945115,4900.933499307225,2052745.40989515,101708.7099194398,4860.013460323819,2044041.7219149983,103496.57604622515,4945.180535465404,2061633.9828490152
90,-0.6,-0.4,0,0,240000.0,118800000.0,0.0,17600000.0,136640000.0,6480918.464439376,99.0,1.0,0.0,22.0,102585.93631945112,4900.933499307224,2052745.40989515,101708.70991943977,4860.01346032382,2044041.7219149992,103496.5760462251,4945.180535465404,2061633.9828490159
91,-0.6,-0.3,0,0,280000.0,118800000.0,0.0,17600000.0,136680000.0,6480918.464439376,99.0,1.0,0.0,22.0,102585.93631945117,4900.933499307225,2052745.4098951502,101708.7099194398,4860.013460323818,2044041.7219149983,103496.57604622516,4945.1805354654025,2061633.9828490152
92,-0.6,-0.2,0,0,320000.0,118800000.0,0.0,17600000.0,136720000.0,6480918.464439376,99.0,1.0,0.0,22.0,102585.93631945114,4900.933499307224,2052745.4098951505,101708.7099194398,4860.013460323819,2044041.7219149983,103496.57604622512,4945.180535465405,2061633.9828490159
93,-0.6,-0.1,0,0,0.0,120000000.0,0.0,16800000.0,136800000.0,5944508.139423477,100.0,0.0,0.0,21.0,89113.39900173231,4467.912510755135,1887921.4016286717,89113.39900173232,4467.912510755135,1887921.4016286717,89113.39900173231,4467.912510755136,1887921.4016286717
94,-0.6,0.0,0,0,0.0,120000000.0,0.0,16800000.0,136800000.0,5944508.139423477,100.0,0.0,0.0,21.0,89113.39900173232,4467.912510755135,1887921.401628672,89113.39900173232,4467.912510755135,1887921.4016286717,89113.39900173232,4467.912510755137,1887921.401628672
